"fish1_id","fish2_id","distance_km","row_number"
"1499","1326",25.8187374509879,577
"2554","1086",25.5693297992537,578
"986112100164157","809",13.9209855550005,579
"1744","1823",1.70992560052161,580
"982000411818501","371",10.422678204219,581
"1683","2187",27.1306098731449,582
"2727","1401",25.1828190167556,583
"1956","2239",18.2865843606068,584
"985153000371766","2177",8.09149259944852,585
"1364","986112100166148",10.3770546423455,586
"986112100164278","319",22.0286562058011,587
"924","1813",25.5750252164834,588
"986112100169739","485",0.154783058316486,589
"1613","1070",10.5835471389092,590
"985153000354944","982000411818602",2.25632429666005,591
"1656","1993",0.931257517359019,592
"1479","655",26.8545756319903,593
"957","581",2.55410417014533,594
"1465","162",13.9285685329924,595
"274","431",25.5157437676525,596
"986","2059",0.016888346454689,597
"982126052950826","610",0.351237111661509,598
"1222","732",1.61152853004751,599
"554","2127",2.19283260478933,600
"986112100169183","2193",10.4043102444596,601
"1170","813",6.63740874281269,602
"2371","982126052951226",0.00309815057766519,603
"429","50",1.06935072556475,604
"985153000353914","985153000356435",0.0508096339974702,605
"615","966",0.431795135367202,606
"1109","986112100165030",0.104880132961461,607
"28","985153000369712",1.66266060641882,608
"1550","1981",18.2456776424136,609
"786","1279",1.25211156938399,610
"1264","986112100163464",25.3634935025288,611
"2083","938",0.163298564505698,612
"982126052950864","856",1.18820300414645,613
"982000411818575","1399",26.9744397328257,614
"982","1723",26.5634133210194,615
"1072","1294",12.8524791810779,616
"669","1548",27.4420890875538,617
"1820","2245",5.70621976171582,618
"159","1959",0.0776680984471415,619
"982000411818611","985153000371638",26.0716505784522,620
"442","982000411818469",27.4702040845601,621
"2193","893",2.0491149857046,622
"125","423",26.6417173836783,623
"985153000406261","1560",27.1062901011045,624
"2100","176",0.607585017193599,625
"606","414",0.892518536283573,626
"2766","2638",0.325596642253139,627
"462","1822",0.0974734967065049,628
"1667","982126052951040",27.371791342183,629
"985153000407326","466",0.222026588116937,630
"761","2213",2.37418078194869,631
"985153000403514","508",25.9959713129275,632
"2308","985153000356779",1.30035314109122,633
"2391","140",12.8933551542816,634
"985153000376041","1894",16.7880801124139,635
"1594","1216",27.168951102402,636
"770","1338",2.65874812668389,637
"1410","1152",14.0905626581502,638
"918","1612",2.35078653887021,639
"467","705",0.00605282325874226,640
"1435","278",2.44406382671968,641
"1016","1248",0.864117906429973,642
"2483","703",12.1446562277466,643
"1523","985153000407650",12.3792142424166,644
"412","1812",0.223168413413474,645
"901","986112100168710",27.0719036541954,646
"952","997",0.894556518641074,647
"224","604",14.4588185167779,648
"1960","533",0.165631380947268,649
"760","985153000370891",25.8937632441864,650
"982126052697435","2026",2.14184842357645,651
"1565","982000411818500",19.0604293291941,652
